proteinid,pI_x,packing_density,cofactor_names,has_covalent,has_divalent,Disorderfraction,sigpeptides100,validpeptides100,sigpeptides50,validpeptides50,fragile100,fragile50,fracperturbed100,fracperturbed50,cofactors
Q72IP2,6.167167091369628,0.749,['FAD'],True,False,0.0,0,28,0.0,23.0,False,False,0.0,0.0,covalent
Q72IP3,8.801304435729982,0.737,"['[2Fe-2S] cluster', '[3Fe-4S] cluster', '[4Fe-4S] cluster']",True,False,0.0043103448275862,1,11,1.0,11.0,False,False,0.09090909090909091,0.09090909090909091,covalent
Q72IP7,5.944415092468262,0.729,[],False,False,0.037037037037037,0,9,0.0,8.0,False,False,0.0,0.0,neither
Q72IQ1,5.330554008483887,0.734,['Mn(2+)'],False,True,0.0030674846625766,8,24,8.0,22.0,True,True,0.3333333333333333,0.36363636363636365,divalent
Q72IQ9,5.471685218811035,0.738,['Mg(2+)'],False,True,0.0,2,10,1.0,6.0,True,False,0.2,0.16666666666666666,divalent
Q72IR2,6.128630256652832,0.733,[],False,False,0.0,7,20,3.0,17.0,True,True,0.35,0.17647058823529413,neither
Q72IS0,6.190414237976075,0.731,[],False,False,0.0216763005780346,0,8,0.0,4.0,False,False,0.0,0.0,neither
Q72IV3,5.161855888366698,0.737,[],False,False,0.0,0,5,0.0,4.0,False,False,0.0,0.0,neither
Q72IV6,7.86689968109131,0.739,[],False,False,0.0788863109048723,7,21,2.0,20.0,True,True,0.3333333333333333,0.1,neither
Q72IY4,6.9998582839965815,0.746,[],False,False,0.066079295154185,2,3,0.0,2.0,True,False,0.6666666666666666,0.0,neither
Q72IZ3,9.431676292419432,0.724,[],False,False,0.0,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72J03,6.176659202575683,0.742,[],False,False,0.0,0,23,0.0,17.0,False,False,0.0,0.0,neither
Q72J06,6.447383308410643,0.734,[],False,False,0.0128205128205128,0,12,0.0,13.0,False,False,0.0,0.0,neither
Q72J16,6.192971992492676,0.731,['Mg(2+)'],False,True,0.0044843049327354,11,46,0.0,34.0,True,False,0.2391304347826087,0.0,divalent
Q72J24,6.7447080612182635,0.738,[],False,False,0.0,0,16,0.0,8.0,False,False,0.0,0.0,neither
Q72J46,6.837582969665529,0.744,[],False,False,0.0,15,22,0.0,17.0,True,False,0.6818181818181818,0.0,neither
Q72J52,6.369343376159668,0.764,[],False,False,0.1666666666666666,4,28,0.0,21.0,True,False,0.14285714285714285,0.0,neither
Q72J56,5.706259727478028,0.741,[],False,False,0.0403225806451612,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q72J60,6.0736101150512685,0.72,[],False,False,0.0079491255961844,35,47,0.0,31.0,True,False,0.7446808510638298,0.0,neither
Q72J67,6.516044807434082,0.737,[],False,False,0.0015337423312883,2,5,0.0,3.0,True,False,0.4,0.0,neither
Q72J69,5.76855525970459,0.788,[],False,False,0.0,1,31,0.0,29.0,False,False,0.03225806451612903,0.0,neither
Q72J70,8.48444232940674,0.732,[],False,False,0.0030959752321981,3,25,3.0,25.0,True,True,0.12,0.12,neither
Q72J71,4.635811042785644,0.766,[],False,False,0.0,13,39,0.0,39.0,True,False,0.3333333333333333,0.0,neither
Q72J72,5.105698966979979,0.723,[],False,False,0.0,34,96,1.0,73.0,True,False,0.3541666666666667,0.0136986301369863,neither
Q72J73,5.258936882019043,0.728,[],False,False,0.0209205020920502,0,89,0.0,75.0,False,False,0.0,0.0,neither
Q72J74,9.789540290832516,0.776,[],False,False,0.0627802690582959,0,20,0.0,15.0,False,False,0.0,0.0,neither
Q72J77,9.107787132263184,0.729,[],False,False,0.0454545454545454,0,2,,,False,False,0.0,,neither
Q72J82,5.599857139587402,0.719,[],False,False,0.0,0,9,0.0,6.0,False,False,0.0,0.0,neither
Q72J93,6.2355443954467775,0.723,[],False,False,0.0207336523125996,1,7,0.0,8.0,False,False,0.14285714285714285,0.0,neither
Q72JA0,5.42087116241455,0.733,[],False,False,0.0262172284644194,0,32,0.0,30.0,False,False,0.0,0.0,neither
Q72JB2,4.773361396789551,0.753,[],False,False,0.0,19,25,3.0,18.0,True,True,0.76,0.16666666666666666,neither
Q72JB4,6.2816976547241214,0.742,[],False,False,0.0,0,18,0.0,15.0,False,False,0.0,0.0,neither
Q72JC6,6.272205543518066,0.725,"['Mg(2+)', 'thiamine diphosphate']",True,True,0.0106761565836298,0,10,0.0,8.0,False,False,0.0,0.0,both
Q72JC7,9.028297615051269,0.755,[],False,False,0.0294117647058823,0,6,0.0,5.0,False,False,0.0,0.0,neither
Q72JD1,5.669769096374512,0.737,[],False,False,0.0095419847328244,3,29,1.0,27.0,True,False,0.10344827586206896,0.037037037037037035,neither
Q72JF0,5.431102180480956,0.739,['Mg(2+)'],False,True,0.0135869565217391,30,40,3.0,29.0,True,True,0.75,0.10344827586206896,divalent
Q72JG4,6.096232032775878,0.713,"[""pyridoxal 5'-phosphate""]",True,False,0.0012210012210012,0,26,0.0,22.0,False,False,0.0,0.0,covalent
Q72JH2,6.383837318420409,0.738,[],False,False,0.0,0,7,1.0,6.0,False,False,0.0,0.16666666666666666,neither
Q72JI0,5.6645399093627935,0.729,"[""pyridoxal 5'-phosphate""]",True,False,0.0,0,22,4.0,22.0,False,True,0.0,0.18181818181818182,covalent
Q72JL2,4.853731727600096,0.751,[],False,False,0.0,19,38,0.0,21.0,True,False,0.5,0.0,neither
Q72JL3,4.649281883239747,0.778,[],False,False,0.1272727272727272,10,24,2.0,21.0,True,True,0.4166666666666667,0.09523809523809523,neither
Q72JL4,6.1248788833618155,0.726,[],False,False,0.0,16,23,1.0,23.0,True,False,0.6956521739130435,0.043478260869565216,neither
Q72JL6,5.202779960632324,0.745,[],False,False,0.0,2,6,1.0,5.0,True,False,0.3333333333333333,0.2,neither
Q72JP4,5.021122550964355,0.727,[],False,False,0.0852272727272727,15,49,13.0,54.0,True,True,0.30612244897959184,0.24074074074074073,neither
Q72JP5,5.6916521072387685,0.744,[],False,False,0.0462287104622871,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q72JQ8,5.9092317581176745,0.76,[],False,False,0.0,0,1,,,False,False,0.0,,neither
Q72JR1,6.0875356674194325,0.737,[],False,False,0.0,0,16,0.0,15.0,False,False,0.0,0.0,neither
Q72JS0,5.85244960784912,0.742,[],False,False,0.0,1,2,0.0,1.0,False,False,0.5,0.0,neither
Q72JS4,5.413709449768065,0.736,['Mg(2+)'],False,True,0.0047058823529411,1,1,0.0,1.0,False,False,1.0,0.0,divalent
Q72JS5,7.132804679870605,0.721,[],False,False,0.0,0,4,0.0,5.0,False,False,0.0,0.0,neither
Q72JS8,5.999548912048339,0.73,[],False,False,0.013189448441247,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72JT2,6.07304172515869,0.774,[],False,False,0.0061538461538461,1,2,0.0,2.0,False,False,0.5,0.0,neither
Q72JU6,10.148758125305177,0.76,[],False,False,0.0,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q72JU7,5.05425968170166,0.744,[],False,False,0.0,9,13,4.0,11.0,True,True,0.6923076923076923,0.36363636363636365,neither
Q72JU8,5.844378471374512,0.754,[],False,False,0.0,0,4,0.0,4.0,False,False,0.0,0.0,neither
Q72JU9,10.877895545959472,0.775,[],False,False,0.0205479452054794,12,20,1.0,16.0,True,False,0.6,0.0625,neither
Q72JV1,5.223014640808104,0.745,['[4Fe-4S] cluster'],True,False,0.0,0,13,0.0,8.0,False,False,0.0,0.0,covalent
Q72JX2,4.97991428375244,0.767,[],False,False,0.0527859237536656,7,8,2.0,3.0,True,True,0.875,0.6666666666666666,neither
Q72JZ5,5.831305503845214,0.73,[],False,False,0.0,1,28,0.0,24.0,False,False,0.03571428571428571,0.0,neither
Q72JZ7,5.94680233001709,0.743,[],False,False,0.0279720279720279,12,20,17.0,20.0,True,True,0.6,0.85,neither
Q72JZ8,6.610795402526856,0.729,['[4Fe-4S] cluster'],True,False,0.0064516129032258,2,6,1.0,3.0,True,False,0.3333333333333333,0.3333333333333333,covalent
Q72JZ9,6.980476188659668,0.72,['FAD'],True,False,0.0,0,8,0.0,10.0,False,False,0.0,0.0,covalent
Q72K32,5.7058618545532225,0.735,[],False,False,0.0,16,50,0.0,43.0,True,False,0.32,0.0,neither
Q72K49,5.183682060241698,0.74,['thiamine diphosphate'],True,False,0.0,0,14,0.0,12.0,False,False,0.0,0.0,covalent
Q72K73,9.704699897766112,0.74,[],False,False,0.0087719298245614,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72K74,5.258084297180175,0.746,[],False,False,0.0,0,3,0.0,3.0,False,False,0.0,0.0,neither
Q72K76,5.935775566101075,0.73,[],False,False,0.04,0,29,0.0,22.0,False,False,0.0,0.0,neither
Q72K80,6.22872371673584,0.727,['Mg(2+)'],False,True,0.0,3,44,0.0,42.0,True,False,0.06818181818181818,0.0,divalent
Q72K83,5.829827690124512,0.732,"[""pyridoxal 5'-phosphate""]",True,False,0.0046838407494145,1,36,0.0,34.0,False,False,0.027777777777777776,0.0,covalent
Q72K86,6.265328025817872,0.746,[],False,False,0.002004008016032,0,35,0.0,36.0,False,False,0.0,0.0,neither
Q72K93,9.180507469177249,0.75,[],False,False,0.0913978494623656,2,12,0.0,10.0,True,False,0.16666666666666666,0.0,neither
Q72K98,7.141160011291503,0.736,[],False,False,0.0,1,79,0.0,64.0,False,False,0.012658227848101266,0.0,neither
Q72KA1,9.743638801574708,0.751,[],False,False,0.0,1,3,0.0,1.0,False,False,0.3333333333333333,0.0,neither
Q72KA9,5.458896446228027,0.744,[],False,False,0.0146627565982404,3,23,0.0,18.0,True,False,0.13043478260869565,0.0,neither
Q72KB0,6.215366554260252,0.736,['Zn(2+)'],False,True,0.0083333333333333,0,16,0.0,14.0,False,False,0.0,0.0,divalent
Q72KB2,6.569359779357909,0.737,[],False,False,0.0,2,7,1.0,8.0,True,False,0.2857142857142857,0.125,neither
Q72KB3,5.563480186462402,0.732,[],False,False,0.0090791180285343,0,11,0.0,14.0,False,False,0.0,0.0,neither
Q72KD2,5.6051431655883786,0.754,[],False,False,0.0245901639344262,2,7,0.0,6.0,True,False,0.2857142857142857,0.0,neither
Q72KD8,6.165461921691894,0.769,[],False,False,0.0,7,55,0.0,48.0,True,False,0.12727272727272726,0.0,neither
Q72KE0,6.989740943908691,0.758,[],False,False,0.0,7,18,0.0,17.0,True,False,0.3888888888888889,0.0,neither
Q72KE6,9.184504508972168,0.738,[],False,False,0.0050251256281407,1,4,0.0,2.0,False,False,0.25,0.0,neither
Q72KE8,5.2700204849243155,0.739,[],False,False,0.0017513134851138,0,30,0.0,23.0,False,False,0.0,0.0,neither
Q72KF7,5.6337900161743155,0.73,[],False,False,0.0,33,39,0.0,32.0,True,False,0.8461538461538461,0.0,neither
Q72KG3,5.046018028259277,0.751,[],False,False,0.0891719745222929,13,16,4.0,14.0,True,True,0.8125,0.2857142857142857,neither
Q72KG4,5.741386222839356,0.759,[],False,False,0.0025839793281653,8,35,0.0,26.0,True,False,0.22857142857142856,0.0,neither
Q72KG9,9.06059627532959,0.743,[],False,False,0.0341463414634146,0,3,0.0,3.0,False,False,0.0,0.0,neither
Q72KJ5,5.346525764465332,0.743,[],False,False,0.0,0,10,0.0,8.0,False,False,0.0,0.0,neither
Q72KL4,9.06136989593506,0.728,[],False,False,0.0057306590257879,0,17,0.0,14.0,False,False,0.0,0.0,neither
Q72KM2,9.750665855407714,0.77,[],False,False,0.1219512195121951,0,1,0.0,2.0,False,False,0.0,0.0,neither
Q72KM9,5.59781093597412,0.767,[],False,False,0.0526315789473684,3,14,2.0,12.0,True,True,0.21428571428571427,0.16666666666666666,neither
Q72KP4,7.933237648010254,0.735,[],False,False,0.0,0,3,0.0,2.0,False,False,0.0,0.0,neither
Q72KR7,9.365660667419434,0.73,[],False,False,0.0,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72KS8,9.499625968933106,0.736,[],False,False,0.0692520775623268,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q72KT2,6.296703147888183,0.728,['FAD'],True,False,0.0,0,18,0.0,16.0,False,False,0.0,0.0,covalent
Q72KT9,6.45607967376709,0.742,[],False,False,0.0,1,3,0.0,2.0,False,False,0.3333333333333333,0.0,neither
Q72KV4,6.664792442321779,0.741,['[4Fe-4S] cluster'],True,False,0.0272727272727272,0,4,0.0,4.0,False,False,0.0,0.0,covalent
Q72KV7,6.503142356872559,0.729,"[""pyridoxal 5'-phosphate""]",True,False,0.0,2,16,0.0,15.0,True,False,0.125,0.0,covalent
Q72KW6,5.841707038879394,0.744,[],False,False,0.0045662100456621,1,4,0.0,4.0,False,False,0.25,0.0,neither
Q72L00,6.853782081604003,0.739,[],False,False,0.0425531914893617,0,11,0.0,11.0,False,False,0.0,0.0,neither
Q72L05,7.388466453552247,0.719,['Mg(2+)'],False,True,0.0011655011655011,0,22,0.0,21.0,False,False,0.0,0.0,divalent
Q72L08,4.909661293029784,0.764,[],False,False,0.0,13,45,1.0,41.0,True,False,0.28888888888888886,0.024390243902439025,neither
Q72L13,6.955012321472168,0.726,[],False,False,0.0019762845849802,0,23,0.0,23.0,False,False,0.0,0.0,neither
Q72L20,9.269796180725098,0.752,[],False,False,0.0406976744186046,2,5,0.0,5.0,True,False,0.4,0.0,neither
Q72L33,10.169839286804198,0.728,['FAD'],True,False,0.0153172866520787,0,2,0.0,1.0,False,False,0.0,0.0,covalent
Q72L37,5.963001441955567,0.731,[],False,False,0.0,1,12,1.0,13.0,False,False,0.08333333333333333,0.07692307692307693,neither
Q72L50,7.001051902770995,0.718,"[""pyridoxal 5'-phosphate""]",True,False,0.0,39,42,26.0,33.0,True,True,0.9285714285714286,0.7878787878787878,covalent
Q72L58,5.444061470031738,0.717,[],False,False,0.0,0,31,0.0,27.0,False,False,0.0,0.0,neither
Q72L65,9.291779899597168,0.736,[],False,False,0.04,3,9,1.0,8.0,True,False,0.3333333333333333,0.125,neither
Q72L68,8.732710075378417,0.739,"[""pyridoxal 5'-phosphate""]",True,False,0.0,0,1,0.0,2.0,False,False,0.0,0.0,covalent
Q72L69,5.806637382507325,0.725,[],False,False,0.0072727272727272,1,37,0.0,35.0,False,False,0.02702702702702703,0.0,neither
Q72L73,7.852523231506348,0.745,[],False,False,0.0177777777777777,0,4,0.0,4.0,False,False,0.0,0.0,neither
Q72L76,11.525931739807133,0.79,[],False,False,0.0,3,18,1.0,16.0,True,False,0.16666666666666666,0.0625,neither
Q72L77,10.999998664855958,0.787,[],False,False,0.0,0,3,0.0,3.0,False,False,0.0,0.0,neither
Q72L79,5.59184284210205,0.726,[],False,False,0.0054744525547445,1,46,0.0,40.0,False,False,0.021739130434782608,0.0,neither
Q72L87,6.437834358215332,0.734,[],False,False,0.0236406619385342,3,3,1.0,6.0,True,False,1.0,0.16666666666666666,neither
Q72L89,5.142928504943847,0.733,[],False,False,0.0226628895184136,12,18,0.0,9.0,True,False,0.6666666666666666,0.0,neither
Q72LA0,9.042158317565915,0.742,[],False,False,0.0170068027210884,0,7,0.0,6.0,False,False,0.0,0.0,neither
Q72LA9,5.420530128479004,0.743,[],False,False,0.0,44,62,1.0,43.0,True,False,0.7096774193548387,0.023255813953488372,neither
Q72LB0,4.075094413757324,0.744,['(R)-lipoate'],True,False,0.0,0,4,0.0,4.0,False,False,0.0,0.0,covalent
Q72LB1,5.882744789123534,0.731,[],False,False,0.0,1,17,0.0,19.0,False,False,0.058823529411764705,0.0,neither
Q72LB5,6.343595314025879,0.727,"['Mg(2+)', 'Mn(2+)', 'Mn(2+)']",False,True,0.0017361111111111,65,69,9.0,52.0,True,True,0.9420289855072463,0.17307692307692307,divalent
Q72LC1,6.589196586608887,0.761,[],False,False,0.0,0,7,0.0,7.0,False,False,0.0,0.0,neither
Q72LC9,5.993978691101074,0.724,[],False,False,0.0,0,36,6.0,43.0,False,True,0.0,0.13953488372093023,neither
Q72LD2,6.2002473831176745,0.721,['[4Fe-4S] cluster'],True,False,0.0,0,3,0.0,2.0,False,False,0.0,0.0,covalent
Q72LD6,6.296589469909668,0.737,[],False,False,0.0,0,3,0.0,2.0,False,False,0.0,0.0,neither
Q72LE4,5.220172691345213,0.729,[],False,False,0.0,12,35,19.0,29.0,True,True,0.34285714285714286,0.6551724137931034,neither
Q72LG3,6.414757728576659,0.742,['FAD'],True,False,0.0059701492537313,0,12,0.0,11.0,False,False,0.0,0.0,covalent
Q72LH0,6.861398506164551,0.742,[],False,False,0.0,3,6,0.0,5.0,True,False,0.5,0.0,neither
Q72LH2,6.2458890914917,0.73,"[""pyridoxal 5'-phosphate""]",True,False,0.0160427807486631,0,22,0.0,21.0,False,False,0.0,0.0,covalent
Q72LI4,7.755021095275879,0.737,[],False,False,0.0395348837209302,1,3,0.0,3.0,False,False,0.3333333333333333,0.0,neither
Q72LJ9,7.1553129196167,0.735,"[""pyridoxal 5'-phosphate""]",True,False,0.0028818443804034,1,32,0.0,32.0,False,False,0.03125,0.0,covalent
Q72LL1,5.985680198669433,0.727,[],False,False,0.0,0,17,0.0,9.0,False,False,0.0,0.0,neither
Q72LL2,6.866514015197754,0.742,[],False,False,0.0,0,11,1.0,9.0,False,False,0.0,0.1111111111111111,neither
Q72LL3,4.255615043640137,0.763,[],False,False,0.0,11,13,0.0,8.0,True,False,0.8461538461538461,0.0,neither
Q72LL4,6.149603843688964,0.731,[],False,False,0.0,1,43,0.0,42.0,False,False,0.023255813953488372,0.0,neither
Q745X2,6.342685890197754,0.745,['Mg(2+)'],False,True,0.0151515151515151,0,2,0.0,2.0,False,False,0.0,0.0,divalent
Q746B8,5.932876777648925,0.729,[],False,False,0.0,6,7,3.0,5.0,True,True,0.8571428571428571,0.6,neither
Q746F3,6.295111656188964,0.716,['a divalent metal cation'],True,False,0.0099378881987577,0,4,0.0,5.0,False,False,0.0,0.0,covalent
Q746G0,6.652458381652833,0.736,[],False,False,0.0,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q746H1,6.512804985046387,0.743,[],False,False,0.0341614906832298,4,10,1.0,7.0,True,False,0.4,0.14285714285714285,neither
Q746H2,9.468100929260256,0.758,[],False,False,0.037037037037037,0,3,0.0,3.0,False,False,0.0,0.0,neither
Q746I4,5.936855506896973,0.737,['Zn(2+)'],False,True,0.0028653295128939,5,9,2.0,9.0,True,True,0.5555555555555556,0.2222222222222222,divalent
Q746J7,6.3564977645874015,0.755,[],False,False,0.031578947368421,1,1,,,False,False,1.0,,neither
Q746L1,5.842104911804199,0.723,[],False,False,0.0069605568445475,0,9,0.0,10.0,False,False,0.0,0.0,neither
Q746L7,5.384551048278809,0.732,[],False,False,0.0129449838187702,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q746N0,6.842414283752441,0.737,[],False,False,0.0729166666666666,0,6,0.0,6.0,False,False,0.0,0.0,neither
Q746N1,6.215366554260252,0.739,[],False,False,0.0238805970149253,0,6,0.0,7.0,False,False,0.0,0.0,neither
Q746P7,6.26845417022705,0.735,[],False,False,0.0,1,10,0.0,10.0,False,False,0.1,0.0,neither
Q9ACJ8,9.568542671203613,0.764,[],False,False,0.0116959064327485,0,4,0.0,5.0,False,False,0.0,0.0,neither
P62041,5.066309547424315,0.748,[],False,False,0.0204918032786885,24,25,7.0,15.0,True,True,0.96,0.4666666666666667,neither
Q72G60,8.643808174133301,0.729,[],False,False,0.0410557184750733,2,3,1.0,2.0,True,False,0.6666666666666666,0.5,neither
Q72G62,5.761905097961425,0.732,['Mg(2+)'],False,True,0.006060606060606,1,11,0.0,13.0,False,False,0.09090909090909091,0.0,divalent
Q72G63,4.6899217605590815,0.782,[],False,False,0.0,1,1,0.0,2.0,False,False,1.0,0.0,neither
Q72G67,6.727485847473145,0.769,[],False,False,0.0095238095238095,1,1,,,False,False,1.0,,neither
Q72G70,5.631232261657714,0.747,[],False,False,0.0313901345291479,0,1,,,False,False,0.0,,neither
Q72G71,7.937879371643066,0.733,[],False,False,0.0,1,1,0.0,2.0,False,False,1.0,0.0,neither
Q72G74,6.755450630187989,0.775,[],False,False,0.059322033898305,1,3,0.0,3.0,False,False,0.3333333333333333,0.0,neither
Q72G78,7.737457847595215,0.771,[],False,False,0.0,0,7,0.0,7.0,False,False,0.0,0.0,neither
Q72G79,5.504879188537596,0.728,[],False,False,0.0,2,44,0.0,49.0,True,False,0.045454545454545456,0.0,neither
Q72G82,6.3924768447875975,0.73,[],False,False,0.0,0,10,0.0,12.0,False,False,0.0,0.0,neither
Q72G89,5.111326026916504,0.744,[],False,False,0.0,0,4,0.0,2.0,False,False,0.0,0.0,neither
Q72G90,5.150601768493652,0.755,[],False,False,0.0,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72G92,6.3879297256469725,0.741,[],False,False,0.0704845814977973,1,2,0.0,1.0,False,False,0.5,0.0,neither
Q72G93,5.0400499343872065,0.744,[],False,False,0.0035211267605633,13,16,0.0,8.0,True,False,0.8125,0.0,neither
Q72G94,6.77022876739502,0.732,[],False,False,0.0,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72G97,8.865579414367676,0.736,[],False,False,0.0117416829745596,0,1,0.0,2.0,False,False,0.0,0.0,neither
Q72G99,5.770260429382325,0.769,[],False,False,0.043103448275862,0,13,0.0,13.0,False,False,0.0,0.0,neither
Q72GA1,5.328791999816894,0.757,[],False,False,0.0089686098654708,7,12,4.0,8.0,True,True,0.5833333333333334,0.5,neither
Q72GA3,4.65490894317627,0.755,[],False,False,0.0,4,9,0.0,4.0,True,False,0.4444444444444444,0.0,neither
Q72GA8,9.952129554748534,0.742,[],False,False,0.0136986301369863,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72GB0,8.807428932189943,0.73,[],False,False,0.0,0,14,0.0,12.0,False,False,0.0,0.0,neither
Q72GB2,9.321113014221194,0.749,[],False,False,0.1331058020477815,5,13,0.0,11.0,True,False,0.38461538461538464,0.0,neither
Q72GB6,8.247069740295409,0.761,[],False,False,0.0,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72GC1,8.994258308410647,0.725,[],False,False,0.0,0,2,0.0,3.0,False,False,0.0,0.0,neither
Q72GC5,6.281925010681152,0.774,[],False,False,0.0424528301886792,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72GC6,6.007335853576659,0.732,[],False,False,0.0040485829959514,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72GD2,4.999296379089355,0.757,"['[2Fe-2S] cluster', '[2Fe-2S] cluster']",True,False,0.0441988950276243,11,20,4.0,15.0,True,True,0.55,0.26666666666666666,covalent
Q72GE3,9.083675956726076,0.745,[],False,False,0.0229885057471264,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72GE5,9.148337745666506,0.761,[],False,False,0.0097560975609756,0,9,0.0,8.0,False,False,0.0,0.0,neither
Q72GE7,6.161596870422362,0.741,[],False,False,0.0035211267605633,0,7,4.0,8.0,False,True,0.0,0.5,neither
Q72GE8,6.282095527648925,0.754,[],False,False,0.0,1,2,1.0,2.0,False,False,0.5,0.5,neither
Q72GF3,9.36869068145752,0.74,[],False,False,0.0367504835589942,13,25,9.0,25.0,True,True,0.52,0.36,neither
Q72GF8,9.323369407653807,0.728,[],False,False,0.0138408304498269,0,10,0.0,9.0,False,False,0.0,0.0,neither
Q72GG1,5.199312782287596,0.737,[],False,False,0.0219780219780219,0,3,1.0,1.0,False,False,0.0,1.0,neither
Q72GG2,5.210453224182127,0.741,[],False,False,0.0030864197530864,3,25,0.0,23.0,True,False,0.12,0.0,neither
Q72GG9,5.62486629486084,0.727,[],False,False,0.0193661971830985,0,25,0.0,24.0,False,False,0.0,0.0,neither
Q72GH0,7.23431911468506,0.741,[],False,False,0.0238726790450928,0,2,0.0,1.0,False,False,0.0,0.0,neither
Q72GH2,10.247846031188963,0.759,[],False,False,0.0255102040816326,1,1,0.0,1.0,False,False,1.0,0.0,neither
Q72GH3,6.8020017623901365,0.756,[],False,False,0.1423728813559322,2,13,0.0,13.0,True,False,0.15384615384615385,0.0,neither
Q72GH6,5.527330589294433,0.739,"['Ca(2+)', 'Mn(2+)']",False,True,0.0033112582781456,14,63,5.0,59.0,True,True,0.2222222222222222,0.0847457627118644,divalent
Q72GI0,4.868111991882324,0.797,[],False,False,0.0,2,4,0.0,3.0,True,False,0.5,0.0,neither
Q72GI5,6.06786937713623,0.76,[],False,False,0.1258503401360544,1,1,,,False,False,1.0,,neither
Q72GI6,5.935661888122559,0.744,[],False,False,0.0,0,23,0.0,22.0,False,False,0.0,0.0,neither
Q72GI7,4.773759269714356,0.743,[],False,False,0.0042553191489361,0,13,0.0,11.0,False,False,0.0,0.0,neither
Q72GI9,10.42603664398193,0.759,[],False,False,0.0454545454545454,1,2,0.0,2.0,False,False,0.5,0.0,neither
Q72GJ0,6.338707160949707,0.746,[],False,False,0.0285714285714285,5,15,6.0,13.0,True,True,0.3333333333333333,0.46153846153846156,neither
Q72GJ1,5.183397865295409,0.75,[],False,False,0.0,5,14,0.0,16.0,True,False,0.35714285714285715,0.0,neither
Q72GJ2,6.161085319519042,0.715,[],False,False,0.0363036303630363,0,1,,,False,False,0.0,,neither
Q72GJ3,5.296280097961425,0.831,[],False,False,0.0389610389610389,4,10,1.0,12.0,True,False,0.4,0.08333333333333333,neither
Q72GJ5,5.017428016662596,0.753,[],False,False,0.0340136054421768,0,1,0.0,2.0,False,False,0.0,0.0,neither
Q72GK0,6.827465629577637,0.752,['Zn(2+)'],False,True,0.0382653061224489,3,16,0.0,17.0,True,False,0.1875,0.0,divalent
Q72GK4,5.871888542175292,0.745,[],False,False,0.0437956204379562,1,9,1.0,11.0,False,False,0.1111111111111111,0.09090909090909091,neither
Q72GL3,4.755059242248534,0.75,[],False,False,0.0555555555555555,0,6,0.0,6.0,False,False,0.0,0.0,neither
Q72GL4,5.848243522644043,0.721,['[4Fe-4S] cluster'],True,False,0.0049342105263157,1,18,0.0,18.0,False,False,0.05555555555555555,0.0,covalent
Q72GL5,7.036746788024902,0.732,[],False,False,0.0,3,24,0.0,26.0,True,False,0.125,0.0,neither
Q72GL9,7.0451021194458,0.725,['FMN'],True,False,0.0,12,16,0.0,19.0,True,False,0.75,0.0,covalent
Q72GM0,5.503117179870604,0.725,[],False,False,0.0342052313883299,1,17,0.0,13.0,False,False,0.058823529411764705,0.0,neither
Q72GM1,8.27002048492432,0.774,[],False,False,0.0921658986175115,0,4,0.0,3.0,False,False,0.0,0.0,neither
Q72GM6,7.779416084289552,0.751,[],False,False,0.031055900621118,0,9,0.0,10.0,False,False,0.0,0.0,neither
Q72GN0,8.922376060485842,0.754,[],False,False,0.0060975609756097,3,4,0.0,3.0,True,False,0.75,0.0,neither
Q72GN7,9.592202568054198,0.783,[],False,False,0.0352941176470588,37,63,17.0,57.0,True,True,0.5873015873015873,0.2982456140350877,neither
Q72GN8,6.973996543884279,0.769,[],False,False,0.0318471337579617,3,5,1.0,4.0,True,False,0.6,0.25,neither
Q72GN9,4.3397367477417,0.744,"['[3Fe-4S] cluster', '[4Fe-4S] cluster']",True,False,0.0,3,4,2.0,5.0,True,True,0.75,0.4,covalent
Q72GP1,7.957735633850097,0.742,[],False,False,0.0,0,2,0.0,3.0,False,False,0.0,0.0,neither
Q72GP3,9.943813133239749,0.808,[],False,False,0.03,0,4,0.0,3.0,False,False,0.0,0.0,neither
Q72GQ1,5.723368263244629,0.75,[],False,False,0.0497237569060773,1,23,0.0,25.0,False,False,0.043478260869565216,0.0,neither
Q72GQ4,7.831442070007324,0.738,[],False,False,0.039426523297491,2,10,0.0,10.0,True,False,0.2,0.0,neither
Q72GR1,6.157163429260252,0.72,[],False,False,0.029126213592233,0,7,1.0,6.0,False,False,0.0,0.16666666666666666,neither
Q72GR2,6.4983110427856445,0.711,[],False,False,0.0014925373134328,0,19,0.0,21.0,False,False,0.0,0.0,neither
